LINE_NO,UTMX,UTMY,TIMESTAMP,RECORD,ELEVATION,ALT,INVALT,INVALTSTD,DELTAALT,TILT,INVTILT,INVTILTSTD,NUMDATA,SEGMENTS,RESDATA,RESTOTAL,RHO_I_1,RHO_I_2,RHO_I_3,RHO_I_4,RHO_I_5,RHO_I_6,RHO_I_7,RHO_I_8,RHO_I_9,RHO_I_10,RHO_I_11,RHO_I_12,RHO_I_13,RHO_I_14,RHO_I_15,RHO_I_16,RHO_I_17,RHO_I_18,RHO_I_19,RHO_I_20,RHO_I_21,RHO_I_22,RHO_I_23,RHO_I_24,RHO_I_25,RHO_I_26,RHO_I_27,RHO_I_28,RHO_I_29,RHO_I_30,RHO_I_STD1,RHO_I_STD2,RHO_I_STD3,RHO_I_STD4,RHO_I_STD5,RHO_I_STD6,RHO_I_STD7,RHO_I_STD8,RHO_I_STD9,RHO_I_STD10,RHO_I_STD11,RHO_I_STD12,RHO_I_STD13,RHO_I_STD14,RHO_I_STD15,RHO_I_STD16,RHO_I_STD17,RHO_I_STD18,RHO_I_STD19,RHO_I_STD20,RHO_I_STD21,RHO_I_STD22,RHO_I_STD23,RHO_I_STD24,RHO_I_STD25,RHO_I_STD26,RHO_I_STD27,RHO_I_STD28,RHO_I_STD29,RHO_I_STD30,SIGMA_I_1,SIGMA_I_2,SIGMA_I_3,SIGMA_I_4,SIGMA_I_5,SIGMA_I_6,SIGMA_I_7,SIGMA_I_8,SIGMA_I_9,SIGMA_I_10,SIGMA_I_11,SIGMA_I_12,SIGMA_I_13,SIGMA_I_14,SIGMA_I_15,SIGMA_I_16,SIGMA_I_17,SIGMA_I_18,SIGMA_I_19,SIGMA_I_20,SIGMA_I_21,SIGMA_I_22,SIGMA_I_23,SIGMA_I_24,SIGMA_I_25,SIGMA_I_26,SIGMA_I_27,SIGMA_I_28,SIGMA_I_29,SIGMA_I_30,PHI_I_1,PHI_I_2,PHI_I_3,PHI_I_4,PHI_I_5,PHI_I_6,PHI_I_7,PHI_I_8,PHI_I_9,PHI_I_10,PHI_I_11,PHI_I_12,PHI_I_13,PHI_I_14,PHI_I_15,PHI_I_16,PHI_I_17,PHI_I_18,PHI_I_19,PHI_I_20,PHI_I_21,PHI_I_22,PHI_I_23,PHI_I_24,PHI_I_25,PHI_I_26,PHI_I_27,PHI_I_28,PHI_I_29,PHI_I_30,PHI_I_STD1,PHI_I_STD2,PHI_I_STD3,PHI_I_STD4,PHI_I_STD5,PHI_I_STD6,PHI_I_STD7,PHI_I_STD8,PHI_I_STD9,PHI_I_STD10,PHI_I_STD11,PHI_I_STD12,PHI_I_STD13,PHI_I_STD14,PHI_I_STD15,PHI_I_STD16,PHI_I_STD17,PHI_I_STD18,PHI_I_STD19,PHI_I_STD20,PHI_I_STD21,PHI_I_STD22,PHI_I_STD23,PHI_I_STD24,PHI_I_STD25,PHI_I_STD26,PHI_I_STD27,PHI_I_STD28,PHI_I_STD29,PHI_I_STD30,TPHI_I_1,TPHI_I_2,TPHI_I_3,TPHI_I_4,TPHI_I_5,TPHI_I_6,TPHI_I_7,TPHI_I_8,TPHI_I_9,TPHI_I_10,TPHI_I_11,TPHI_I_12,TPHI_I_13,TPHI_I_14,TPHI_I_15,TPHI_I_16,TPHI_I_17,TPHI_I_18,TPHI_I_19,TPHI_I_20,TPHI_I_21,TPHI_I_22,TPHI_I_23,TPHI_I_24,TPHI_I_25,TPHI_I_26,TPHI_I_27,TPHI_I_28,TPHI_I_29,TPHI_I_30,TPHI_I_STD1,TPHI_I_STD2,TPHI_I_STD3,TPHI_I_STD4,TPHI_I_STD5,TPHI_I_STD6,TPHI_I_STD7,TPHI_I_STD8,TPHI_I_STD9,TPHI_I_STD10,TPHI_I_STD11,TPHI_I_STD12,TPHI_I_STD13,TPHI_I_STD14,TPHI_I_STD15,TPHI_I_STD16,TPHI_I_STD17,TPHI_I_STD18,TPHI_I_STD19,TPHI_I_STD20,TPHI_I_STD21,TPHI_I_STD22,TPHI_I_STD23,TPHI_I_STD24,TPHI_I_STD25,TPHI_I_STD26,TPHI_I_STD27,TPHI_I_STD28,TPHI_I_STD29,TPHI_I_STD30,C_I_1,C_I_2,C_I_3,C_I_4,C_I_5,C_I_6,C_I_7,C_I_8,C_I_9,C_I_10,C_I_11,C_I_12,C_I_13,C_I_14,C_I_15,C_I_16,C_I_17,C_I_18,C_I_19,C_I_20,C_I_21,C_I_22,C_I_23,C_I_24,C_I_25,C_I_26,C_I_27,C_I_28,C_I_29,C_I_30,C_I_STD1,C_I_STD2,C_I_STD3,C_I_STD4,C_I_STD5,C_I_STD6,C_I_STD7,C_I_STD8,C_I_STD9,C_I_STD10,C_I_STD11,C_I_STD12,C_I_STD13,C_I_STD14,C_I_STD15,C_I_STD16,C_I_STD17,C_I_STD18,C_I_STD19,C_I_STD20,C_I_STD21,C_I_STD22,C_I_STD23,C_I_STD24,C_I_STD25,C_I_STD26,C_I_STD27,C_I_STD28,C_I_STD29,C_I_STD30,DEP_TOP_1,DEP_TOP_2,DEP_TOP_3,DEP_TOP_4,DEP_TOP_5,DEP_TOP_6,DEP_TOP_7,DEP_TOP_8,DEP_TOP_9,DEP_TOP_10,DEP_TOP_11,DEP_TOP_12,DEP_TOP_13,DEP_TOP_14,DEP_TOP_15,DEP_TOP_16,DEP_TOP_17,DEP_TOP_18,DEP_TOP_19,DEP_TOP_20,DEP_TOP_21,DEP_TOP_22,DEP_TOP_23,DEP_TOP_24,DEP_TOP_25,DEP_TOP_26,DEP_TOP_27,DEP_TOP_28,DEP_TOP_29,DEP_TOP_30,DEP_BOT_1,DEP_BOT_2,DEP_BOT_3,DEP_BOT_4,DEP_BOT_5,DEP_BOT_6,DEP_BOT_7,DEP_BOT_8,DEP_BOT_9,DEP_BOT_10,DEP_BOT_11,DEP_BOT_12,DEP_BOT_13,DEP_BOT_14,DEP_BOT_15,DEP_BOT_16,DEP_BOT_17,DEP_BOT_18,DEP_BOT_19,DEP_BOT_20,DEP_BOT_21,DEP_BOT_22,DEP_BOT_23,DEP_BOT_24,DEP_BOT_25,DEP_BOT_26,DEP_BOT_27,DEP_BOT_28,DEP_BOT_29,DEP_BOT_30,THK_1,THK_2,THK_3,THK_4,THK_5,THK_6,THK_7,THK_8,THK_9,THK_10,THK_11,THK_12,THK_13,THK_14,THK_15,THK_16,THK_17,THK_18,THK_19,THK_20,THK_21,THK_22,THK_23,THK_24,THK_25,THK_26,THK_27,THK_28,THK_29,THK_STD_1,THK_STD_2,THK_STD_3,THK_STD_4,THK_STD_5,THK_STD_6,THK_STD_7,THK_STD_8,THK_STD_9,THK_STD_10,THK_STD_11,THK_STD_12,THK_STD_13,THK_STD_14,THK_STD_15,THK_STD_16,THK_STD_17,THK_STD_18,THK_STD_19,THK_STD_20,THK_STD_21,THK_STD_22,THK_STD_23,THK_STD_24,THK_STD_25,THK_STD_26,THK_STD_27,THK_STD_28,THK_STD_29,DEP_BOT_STD_1,DEP_BOT_STD_2,DEP_BOT_STD_3,DEP_BOT_STD_4,DEP_BOT_STD_5,DEP_BOT_STD_6,DEP_BOT_STD_7,DEP_BOT_STD_8,DEP_BOT_STD_9,DEP_BOT_STD_10,DEP_BOT_STD_11,DEP_BOT_STD_12,DEP_BOT_STD_13,DEP_BOT_STD_14,DEP_BOT_STD_15,DEP_BOT_STD_16,DEP_BOT_STD_17,DEP_BOT_STD_18,DEP_BOT_STD_19,DEP_BOT_STD_20,DEP_BOT_STD_21,DEP_BOT_STD_22,DEP_BOT_STD_23,DEP_BOT_STD_24,DEP_BOT_STD_25,DEP_BOT_STD_26,DEP_BOT_STD_27,DEP_BOT_STD_28,DEP_BOT_STD_29,DOI_CONSERVATIVE,DOI_STANDARD,PHI_DOI_CON,PHI_DOI_STA,TPHI_DOI_CON,TPHI_DOI_STA,C_DOI_CON,C_DOI_STA
21208,406540.9,1386974.8,43425.0448657407,1,303.9,56,9999,99,9999,9999,9999,9999,5,2,1.366,0.39,251.6,238.8,298.8,364.7,424.2,471.8,509.5,536.6,551.7,553,539.3,509.9,464.9,403.9,325.9,230,122.8,38.56,8.717,4.774,14.94,14.21,22.81,34.06,42.06,46.35,48.37,49.3,49.83,51.39,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3.97456,4.1876,3.34672,2.74198,2.35738,2.11954,1.96271,1.86359,1.81258,1.80832,1.85426,1.96117,2.151,2.47586,3.06843,4.34783,8.14332,25.9336,114.718,209.468,66.9344,70.373,43.8404,29.36,23.7756,21.575,20.674,20.284,20.0682,19.459,188.4,198.5,155.5,117.6,96.43,83.65,75.61,70.28,66.64,64.19,62.73,62.21,62.65,64.09,66.65,70.8,78.1,92.43,118,410.2,137.4,164.5,149.7,125.2,111,104.7,102.1,101,100.4,100.1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1.54e-4,2.158e-4,2.96e-4,3.761e-4,4.096e-4,4.232e-4,4.285e-4,4.314e-4,4.346e-4,4.393e-4,4.454e-4,4.533e-4,4.629e-4,4.747e-4,4.887e-4,5.05e-4,5.226e-4,5.314e-4,4.959e-4,9.973e-4,7.027e-4,0.001201,0.001239,8.997e-4,6.418e-4,5.126e-4,4.53e-4,4.249e-4,4.112e-4,4.05e-4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0.5394,0.5505,0.5227,0.5157,0.512,0.5098,0.5084,0.5075,0.5067,0.5061,0.5056,0.5052,0.5047,0.5042,0.5035,0.5023,0.5002,0.4948,0.4675,0.3707,0.4917,0.4895,0.4947,0.4983,0.4994,0.4998,0.4999,0.5,0.5,0.5002,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,750.025,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,175.334,6.244,9.295,2,2,2,6.869
21208,406587.5,1386980,43425.044880787,2,299.8,55,9999,99,9999,9999,9999,9999,9,2,0.8227,0.39,157.8,202.3,274.3,349.6,406,451.3,486.8,512,525.9,527.1,514.4,487,445.4,390.5,322.5,241,150.5,71.98,32.81,22.82,15.13,4.844,13.72,26.09,37.16,43.84,47.22,48.81,49.64,52.31,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,6.33714,4.94315,3.64564,2.86041,2.46305,2.21582,2.05423,1.95313,1.9015,1.89717,1.94401,2.05339,2.24517,2.56082,3.10078,4.14938,6.64452,13.8927,30.4785,43.8212,66.0939,206.441,72.8863,38.3289,26.9107,22.8102,21.1775,20.4876,20.145,19.1168,299.2,214.7,146,114.1,94.68,83.15,75.87,71.01,67.68,65.44,64.14,63.75,64.37,66.13,69.2,74.08,82,94.58,110.2,123.8,100,314.5,197.9,142.6,116.6,106.9,103.2,101.5,100.7,100.2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2.718e-4,3.081e-4,3.865e-4,4.096e-4,4.254e-4,4.327e-4,4.343e-4,4.355e-4,4.381e-4,4.425e-4,4.485e-4,4.559e-4,4.647e-4,4.744e-4,4.835e-4,4.875e-4,4.737e-4,4.177e-4,3.406e-4,3.91e-4,5.972e-4,0.002142,0.001717,0.001061,6.93e-4,5.374e-4,4.678e-4,4.334e-4,4.156e-4,4.079e-4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0.4413,0.4929,0.5145,0.514,0.5122,0.5109,0.5099,0.5092,0.5086,0.5081,0.5077,0.5073,0.507,0.5065,0.5057,0.5044,0.502,0.4968,0.4875,0.4985,0.5008,0.3662,0.4538,0.4847,0.4948,0.4981,0.4993,0.4997,0.5,0.5006,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,750.025,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,222.276,253.295,242.774,255.106,9.445,181.369,240.544,240.987
21208,406634.1,1386986.5,43425.0448958333,3,295.7,55,9999,99,9999,9999,9999,9999,9,2,0.8972,0.39,175.8,198.3,288.3,352.4,403.7,445,476.7,498.5,509.3,507.9,493.2,464.9,423.6,370.6,306.8,233.3,154.9,85.42,46.06,35.65,21.86,7.688,8.88,20.42,32.77,40.81,45.39,47.8,49.07,53.65,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5.68828,5.04286,3.46861,2.83768,2.47709,2.24719,2.09776,2.00602,1.96348,1.96889,2.02757,2.151,2.36072,2.69833,3.25945,4.28633,6.45578,11.7069,21.7108,28.0505,45.7457,130.073,112.613,48.9716,30.5157,24.5038,22.0313,20.9205,20.3791,18.6393,338.1,180.1,141.4,109.7,92.11,81.82,75.31,70.94,67.96,66.02,65.01,64.95,65.97,68.28,72.2,78.47,88.61,104.3,115.4,96.55,86.62,149.1,356.4,168,124.6,110.6,105.3,102.7,101.3,100.5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2.289e-4,4.277e-4,4.209e-4,4.457e-4,4.613e-4,4.614e-4,4.576e-4,4.559e-4,4.573e-4,4.614e-4,4.676e-4,4.757e-4,4.854e-4,4.955e-4,5.03e-4,4.999e-4,4.698e-4,3.949e-4,3.013e-4,2.938e-4,4.669e-4,0.001316,0.00327,0.001315,7.875e-4,5.962e-4,5.061e-4,4.548e-4,4.267e-4,4.167e-4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0.4091,0.5121,0.5249,0.5205,0.5173,0.5153,0.5138,0.5127,0.5118,0.511,0.5103,0.5096,0.5088,0.5077,0.5061,0.5033,0.4984,0.489,0.4805,0.5086,0.5217,0.4533,0.3459,0.4575,0.486,0.495,0.4981,0.4993,0.4998,0.501,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,750.025,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,240.695,242.321,266.186,266.42,6.731,15.406,266.155,266.159
21208,406680.6,1386993.8,43425.0449108796,4,291.4,54,9999,99,9999,9999,9999,9999,9,2,1.016,0.39,177.1,207.9,278.9,335.8,381.6,417.2,443.6,460.6,467.3,462.5,445.6,416.4,375.8,325.5,267.7,204.7,140.9,85.33,50,39.42,28.64,14.37,7.884,15.94,29.26,36.59,42.52,46.54,48.75,52.13,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5.64653,4.81,3.58551,2.97796,2.62055,2.39693,2.25428,2.17108,2.13995,2.16216,2.24417,2.40154,2.66099,3.0722,3.73552,4.8852,7.09723,11.7192,20,25.3678,34.9162,69.5894,126.839,62.7353,34.1763,27.3299,23.5183,21.4869,20.5128,19.1828,349.1,202.7,138.1,107.1,90.88,81.55,75.65,71.69,69.06,67.46,66.81,67.19,68.78,71.92,77.13,85.36,98.11,114.7,119.6,95.34,81.43,105.8,283,199.2,131.7,116.9,110,105.1,102.4,101.1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2.899e-4,3.867e-4,4.506e-4,4.989e-4,5.054e-4,4.959e-4,4.869e-4,4.829e-4,4.834e-4,4.873e-4,4.941e-4,5.034e-4,5.144e-4,5.25e-4,5.3e-4,5.188e-4,4.761e-4,3.966e-4,3.134e-4,2.862e-4,3.86e-4,8.559e-4,0.002728,0.001507,8.922e-4,7.083e-4,5.842e-4,4.958e-4,4.458e-4,4.236e-4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0.3854,0.5172,0.5255,0.5207,0.5175,0.5154,0.5139,0.5126,0.5116,0.5107,0.5098,0.5089,0.5077,0.5061,0.5037,0.4999,0.4938,0.4847,0.4825,0.5106,0.5276,0.5004,0.3705,0.4334,0.4774,0.4919,0.4969,0.4988,0.4996,0.501,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,750.025,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,240.422,240.423,107.443,136.943,7.484,97.567,35.848,120.062
21208,406725.6,1387001.3,43425.0449259259,5,287.3,54,9999,99,9999,9999,9999,9999,9,2,2.071,0.39,162,230.8,295,349.1,389.9,420.5,441.5,452.6,453,441.9,418.7,383.6,338.2,285.3,229,173.6,123.6,85.04,64.77,61.75,52.77,29.94,12.92,11.58,25.52,26.29,34.8,42.56,47.1,51.81,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,6.17284,4.33276,3.38983,2.86451,2.56476,2.37812,2.26501,2.20946,2.20751,2.26296,2.38834,2.60688,2.95683,3.50508,4.36681,5.76037,8.09061,11.7592,15.4392,16.1943,18.9502,33.4001,77.3994,86.3558,39.185,38.0373,28.7356,23.4962,21.2314,19.3013,347.4,195.2,132.6,103.3,88.77,80.5,75.23,71.77,69.61,68.5,68.41,69.48,72.08,76.77,84.43,96.43,114.4,134.8,130.5,95.11,75.59,85.1,148.2,263.7,127.5,132.5,121.6,110.7,104.8,102.4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2.747e-4,3.944e-4,5.201e-4,5.551e-4,5.461e-4,5.289e-4,5.175e-4,5.125e-4,5.129e-4,5.175e-4,5.257e-4,5.367e-4,5.489e-4,5.581e-4,5.555e-4,5.272e-4,4.618e-4,3.666e-4,2.787e-4,2.453e-4,2.969e-4,5.11e-4,0.001118,0.001676,9.307e-4,9.491e-4,7.377e-4,5.65e-4,4.752e-4,4.377e-4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0.3433,0.5149,0.5243,0.5189,0.5158,0.5139,0.5125,0.5115,0.5105,0.5096,0.5087,0.5077,0.5064,0.5045,0.5013,0.496,0.4873,0.4763,0.4797,0.509,0.5252,0.5213,0.4418,0.3806,0.4665,0.4841,0.4932,0.4974,0.499,0.5009,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,750.025,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,211.372,243.079,116.717,195.182,5.14,111.218,31.403,120.144
21208,406771.3,1387008.9,43425.0449409722,6,284.2,53,9999,99,9999,9999,9999,9999,11,2,1.228,0.39,190,250.6,315.5,363.6,399.2,423.2,437.4,441.1,433.8,415,384.9,344.4,296.1,244.7,195.9,155.4,127.1,112.5,105.9,98.85,83.44,56.69,36.79,32.62,24.57,10.88,21.2,34.03,43.22,51.01,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,5.26316,3.99042,3.16957,2.75027,2.50501,2.36295,2.28624,2.26706,2.30521,2.40964,2.59808,2.9036,3.37724,4.08664,5.10465,6.43501,7.86782,8.88889,9.44287,10.1163,11.9847,17.6398,27.1813,30.656,40.7,91.9118,47.1698,29.3858,23.1374,19.604,364.5,198,128.3,100.6,87.57,79.96,75.21,72.26,70.65,70.18,70.88,73,77.05,83.75,93.84,107.4,121.7,126.1,110.6,89.02,75.36,77.93,98.22,106.8,96.61,188.5,150.2,122.6,109.7,104.9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2.198e-4,4.654e-4,5.785e-4,5.995e-4,5.8e-4,5.61e-4,5.492e-4,5.44e-4,5.447e-4,5.503e-4,5.598e-4,5.721e-4,5.835e-4,5.858e-4,5.649e-4,5.065e-4,4.138e-4,3.174e-4,2.531e-4,2.32e-4,2.593e-4,3.331e-4,4.257e-4,5.771e-4,8.035e-4,0.001677,0.00105,6.787e-4,5.178e-4,4.577e-4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0.3214,0.5379,0.5306,0.522,0.5178,0.5153,0.5136,0.5122,0.511,0.5099,0.5088,0.5076,0.5061,0.5041,0.5012,0.4973,0.4933,0.4941,0.5064,0.5192,0.5263,0.5293,0.5297,0.5119,0.4581,0.4083,0.4568,0.4834,0.4939,0.4992,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,750.025,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,267.859,289.024,224.103,252.84,138.355,143.226,135.013,243.969
