LINE_NO,UTMX,UTMY,TIMESTAMP,FID,RECORD,ELEVATION,ALT,INVALT,INVALTSTD,DELTAALT,TILT,INVTILT,INVTILTSTD,SHIFT,INVSHIFT,INVSHIFTSTD,NUMDATA,SEGMENTS,RESDATA,RESTOTAL,RHO_I_1,RHO_I_2,RHO_I_3,RHO_I_4,RHO_I_5,RHO_I_6,RHO_I_7,RHO_I_8,RHO_I_9,RHO_I_10,RHO_I_11,RHO_I_12,RHO_I_13,RHO_I_14,RHO_I_15,RHO_I_16,RHO_I_17,RHO_I_18,RHO_I_19,RHO_I_20,RHO_I_21,RHO_I_22,RHO_I_23,RHO_I_24,RHO_I_25,RHO_I_26,RHO_I_27,RHO_I_28,RHO_I_29,RHO_I_30,RHO_I_STD1,RHO_I_STD2,RHO_I_STD3,RHO_I_STD4,RHO_I_STD5,RHO_I_STD6,RHO_I_STD7,RHO_I_STD8,RHO_I_STD9,RHO_I_STD10,RHO_I_STD11,RHO_I_STD12,RHO_I_STD13,RHO_I_STD14,RHO_I_STD15,RHO_I_STD16,RHO_I_STD17,RHO_I_STD18,RHO_I_STD19,RHO_I_STD20,RHO_I_STD21,RHO_I_STD22,RHO_I_STD23,RHO_I_STD24,RHO_I_STD25,RHO_I_STD26,RHO_I_STD27,RHO_I_STD28,RHO_I_STD29,RHO_I_STD30,SIGMA_I_1,SIGMA_I_2,SIGMA_I_3,SIGMA_I_4,SIGMA_I_5,SIGMA_I_6,SIGMA_I_7,SIGMA_I_8,SIGMA_I_9,SIGMA_I_10,SIGMA_I_11,SIGMA_I_12,SIGMA_I_13,SIGMA_I_14,SIGMA_I_15,SIGMA_I_16,SIGMA_I_17,SIGMA_I_18,SIGMA_I_19,SIGMA_I_20,SIGMA_I_21,SIGMA_I_22,SIGMA_I_23,SIGMA_I_24,SIGMA_I_25,SIGMA_I_26,SIGMA_I_27,SIGMA_I_28,SIGMA_I_29,SIGMA_I_30,DEP_TOP_1,DEP_TOP_2,DEP_TOP_3,DEP_TOP_4,DEP_TOP_5,DEP_TOP_6,DEP_TOP_7,DEP_TOP_8,DEP_TOP_9,DEP_TOP_10,DEP_TOP_11,DEP_TOP_12,DEP_TOP_13,DEP_TOP_14,DEP_TOP_15,DEP_TOP_16,DEP_TOP_17,DEP_TOP_18,DEP_TOP_19,DEP_TOP_20,DEP_TOP_21,DEP_TOP_22,DEP_TOP_23,DEP_TOP_24,DEP_TOP_25,DEP_TOP_26,DEP_TOP_27,DEP_TOP_28,DEP_TOP_29,DEP_TOP_30,DEP_BOT_1,DEP_BOT_2,DEP_BOT_3,DEP_BOT_4,DEP_BOT_5,DEP_BOT_6,DEP_BOT_7,DEP_BOT_8,DEP_BOT_9,DEP_BOT_10,DEP_BOT_11,DEP_BOT_12,DEP_BOT_13,DEP_BOT_14,DEP_BOT_15,DEP_BOT_16,DEP_BOT_17,DEP_BOT_18,DEP_BOT_19,DEP_BOT_20,DEP_BOT_21,DEP_BOT_22,DEP_BOT_23,DEP_BOT_24,DEP_BOT_25,DEP_BOT_26,DEP_BOT_27,DEP_BOT_28,DEP_BOT_29,THK_1,THK_2,THK_3,THK_4,THK_5,THK_6,THK_7,THK_8,THK_9,THK_10,THK_11,THK_12,THK_13,THK_14,THK_15,THK_16,THK_17,THK_18,THK_19,THK_20,THK_21,THK_22,THK_23,THK_24,THK_25,THK_26,THK_27,THK_28,THK_29,THK_STD_1,THK_STD_2,THK_STD_3,THK_STD_4,THK_STD_5,THK_STD_6,THK_STD_7,THK_STD_8,THK_STD_9,THK_STD_10,THK_STD_11,THK_STD_12,THK_STD_13,THK_STD_14,THK_STD_15,THK_STD_16,THK_STD_17,THK_STD_18,THK_STD_19,THK_STD_20,THK_STD_21,THK_STD_22,THK_STD_23,THK_STD_24,THK_STD_25,THK_STD_26,THK_STD_27,THK_STD_28,THK_STD_29,DEP_BOT_STD_1,DEP_BOT_STD_2,DEP_BOT_STD_3,DEP_BOT_STD_4,DEP_BOT_STD_5,DEP_BOT_STD_6,DEP_BOT_STD_7,DEP_BOT_STD_8,DEP_BOT_STD_9,DEP_BOT_STD_10,DEP_BOT_STD_11,DEP_BOT_STD_12,DEP_BOT_STD_13,DEP_BOT_STD_14,DEP_BOT_STD_15,DEP_BOT_STD_16,DEP_BOT_STD_17,DEP_BOT_STD_18,DEP_BOT_STD_19,DEP_BOT_STD_20,DEP_BOT_STD_21,DEP_BOT_STD_22,DEP_BOT_STD_23,DEP_BOT_STD_24,DEP_BOT_STD_25,DEP_BOT_STD_26,DEP_BOT_STD_27,DEP_BOT_STD_28,DEP_BOT_STD_29,DOI_CONSERVATIVE,DOI_STANDARD,n
2901,415278.3,1389861.6,43420.028478,18384,18384,214.6,46.42,46.46,1000,0.04,9999,9999,9999,9999,9999,9999,10,2,0.9844,1.655,1659,1706,1754,1815,1884,1958,2020,2059,2087,2121,2171,2240,2335,2450,2578,2713,2844,2957,3038,3074,3055,2969,2804,2552,2212,1798,1342,894.7,510.5,223.1,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0.602773,0.586166,0.570125,0.550964,0.530786,0.510725,0.49505,0.485673,0.479157,0.471476,0.460617,0.446429,0.428266,0.408163,0.387898,0.368596,0.351617,0.338181,0.329164,0.325309,0.327332,0.336814,0.356633,0.39185,0.45208,0.556174,0.745156,1.11769,1.95886,4.48229,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,626.713,774.295,127
2901,415252.7,1389836.9,43420.028493,18385,18385,214.3,49.51,49.52,1000,0.01,9999,9999,9999,9999,9999,9999,10,2,1.445,1.655,1655,1701,1746,1803,1870,1941,2006,2058,2105,2156,2221,2302,2403,2521,2649,2779,2904,3010,3084,3115,3091,3001,2833,2579,2235,1816,1353,898.9,514.8,252.3,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0.60423,0.587889,0.572738,0.554631,0.534759,0.515198,0.498504,0.485909,0.475059,0.463822,0.450248,0.434405,0.416146,0.396668,0.377501,0.359842,0.344353,0.332226,0.324254,0.321027,0.32352,0.333222,0.352983,0.387747,0.447427,0.550661,0.739098,1.11247,1.9425,3.96354,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,627.43,782.014,127
2901,415225.7,1389813.4,43420.028508,18386,18386,215.6,49.21,49.25,1000,0.04,9999,9999,9999,9999,9999,9999,11,2,0.5889,1.655,1628,1680,1719,1767,1830,1901,1972,2037,2098,2162,2237,2326,2431,2550,2676,2804,2924,3026,3098,3129,3106,3018,2853,2602,2262,1845,1380,922,536.9,282,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0.614251,0.595238,0.581734,0.565931,0.546448,0.526039,0.507099,0.490918,0.476644,0.462535,0.447027,0.429923,0.411353,0.392157,0.373692,0.356633,0.341997,0.330469,0.322789,0.319591,0.321958,0.331345,0.350508,0.38432,0.442087,0.542005,0.724638,1.0846,1.86254,3.5461,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,668.492,800.095,127
2901,415196.9,1389791,43420.028523,18387,18387,219.5,47.71,47.74,1000,0.03,9999,9999,9999,9999,9999,9999,10,2,0.5475,1.655,1588,1619,1683,1713,1761,1829,1906,1983,2058,2134,2217,2311,2419,2538,2665,2792,2913,3016,3091,3127,3111,3031,2876,2636,2305,1891,1424,957.8,560.7,282.5,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0.629723,0.617665,0.594177,0.583771,0.567859,0.546747,0.524659,0.504286,0.485909,0.468604,0.45106,0.432713,0.413394,0.394011,0.375235,0.358166,0.343289,0.331565,0.32352,0.319795,0.32144,0.329924,0.347705,0.379363,0.433839,0.528821,0.702247,1.04406,1.78348,3.53982,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,637.959,797.455,127
2901,415166.4,1389769.3,43420.028538,18388,18388,220.8,49.39,49.5,1000,0.11,9999,9999,9999,9999,9999,9999,11,2,0.5649,1.655,1581,1566,1673,1677,1711,1773,1849,1930,2012,2096,2185,2284,2393,2511,2634,2756,2870,2967,3036,3067,3048,2969,2815,2579,2253,1846,1385,923.8,533.8,264.5,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0.632511,0.63857,0.597729,0.596303,0.584454,0.564016,0.540833,0.518135,0.497018,0.477099,0.457666,0.437828,0.417885,0.398248,0.379651,0.362845,0.348432,0.337041,0.329381,0.326052,0.328084,0.336814,0.35524,0.387747,0.443853,0.541712,0.722022,1.08249,1.87336,3.78072,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,669.642,800.095,127
2901,415134.5,1389747.6,43420.028553,18389,18389,216.7,53.96,54.29,1000,0.33,9999,9999,9999,9999,9999,9999,11,2,0.7746,1.655,1869,1685,1653,1665,1714,1780,1856,1938,2022,2109,2203,2305,2414,2528,2643,2754,2854,2935,2988,3002,2969,2875,2710,2465,2135,1728,1275,829.5,463.3,222.1,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0.535045,0.593472,0.604961,0.600601,0.583431,0.561798,0.538793,0.515996,0.49456,0.474158,0.453926,0.433839,0.41425,0.39557,0.37835800000000003,0.363108,0.350385,0.340716,0.334672,0.333111,0.336814,0.347826,0.369004,0.40568,0.468384,0.578704,0.784314,1.20555,2.15843,4.50248,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,658.11,800.095,127
2901,415101.6,1389724.5,43420.028568,18390,18390,209.8,60.99,60.36,1000,-0.63,9999,9999,9999,9999,9999,9999,12,2,0.6106,1.655,1648,1616,1642,1691,1753,1822,1895,1973,2056,2145,2239,2339,2443,2549,2652,2747,2829,2889,2921,2915,2862,2750,2571,2314,1979,1575,1136,717.2,388.4,196.8,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0.606796,0.618812,0.609013,0.591366,0.570451,0.548847,0.527704,0.506842,0.486381,0.4662,0.446628,0.427533,0.409333,0.392311,0.377074,0.364033,0.353482,0.346141,0.342349,0.343053,0.349406,0.363636,0.388954,0.432152,0.505306,0.634921,0.880282,1.39431,2.57467,5.0813,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,675.485,800.095,127
2901,415069.3,1389699.6,43420.028583,18391,18391,205.3,66.74,66.58,1000,-0.16,9999,9999,9999,9999,9999,9999,11,2,0.6866,1.655,1602,1626,1668,1723,1787,1856,1930,2009,2094,2183,2277,2375,2475,2573,2668,2752,2821,2869,2888,2869,2804,2683,2495,2233,1897,1497,1068,667.8,363.9,194.4,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0.62422,0.615006,0.59952,0.580383,0.559597,0.538793,0.518135,0.49776,0.477555,0.458085,0.439174,0.421053,0.40404,0.388651,0.374813,0.363372,0.354484,0.348554,0.34626,0.348554,0.356633,0.372717,0.400802,0.447828,0.527148,0.668003,0.93633,1.49745,2.74801,5.14403,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,639.947,779.244,127
2901,415039.2,1389672.7,43420.028598,18392,18392,205.8,69.25,69.25,1000,0,9999,9999,9999,9999,9999,9999,11,2,0.8397,1.655,1599,1620,1660,1715,1779,1850,1926,2008,2094,2185,2281,2379,2478,2576,2667,2749,2815,2860,2876,2857,2792,2672,2486,2228,1896,1502,1078,682.9,383,211.1,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0.625391,0.617284,0.60241,0.58309,0.562114,0.540541,0.519211,0.498008,0.477555,0.457666,0.438404,0.420345,0.403551,0.388199,0.374953,0.363769,0.35524,0.34965,0.347705,0.350018,0.358166,0.374251,0.402253,0.448833,0.527426,0.665779,0.927644,1.46434,2.61097,4.73709,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,639.614,784.11,127
2901,415011,1389643,43420.028613,18393,18393,209.3,68.59,68.52,1000,-0.07,9999,9999,9999,9999,9999,9999,11,2,0.8211,1.655,1615,1608,1635,1683,1746,1819,1898,1983,2073,2168,2267,2369,2471,2571,2665,2749,2817,2865,2885,2870,2812,2699,2523,2274,1949,1560,1135,731.8,419.5,245.2,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0.619195,0.621891,0.611621,0.594177,0.572738,0.549753,0.52687,0.504286,0.482393,0.461255,0.441112,0.422119,0.404694,0.388954,0.375235,0.363769,0.354988,0.34904,0.34662,0.348432,0.355619,0.370508,0.396354,0.439754,0.513084,0.641026,0.881057,1.36649,2.38379,4.0783,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,643.775,795.307,127
2901,414983.8,1389610.4,43420.028628,18394,18394,214,64.6,64.31,1000,-0.29,9999,9999,9999,9999,9999,9999,10,2,0.9363,1.655,1705,1654,1647,1681,1738,1812,1896,1989,2087,2191,2299,2410,2522,2631,2734,2827,2904,2960,2989,2984,2936,2834,2667,2425,2103,1708,1267,835.2,480.8,273,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0.58651,0.604595,0.607165,0.594884,0.575374,0.551876,0.527426,0.502765,0.479157,0.456413,0.434972,0.414938,0.396511,0.380084,0.365764,0.353732,0.344353,0.337838,0.33456,0.335121,0.340599,0.352858,0.374953,0.412371,0.475511,0.58548,0.789266,1.19732,2.07987,3.663,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,619.792,778.604,127
2901,414956.9,1389575,43420.028644,18395,18395,217.2,59.87,59.84,1000,-0.03,9999,9999,9999,9999,9999,9999,11,2,1.248,1.655,1798,1739,1718,1740,1796,1874,1967,2071,2183,2300,2422,2548,2674,2798,2915,3020,3109,3177,3217,3224,3188,3098,2940,2702,2377,1969,1503,1029,616.3,292.2,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0.556174,0.575043,0.582072,0.574713,0.556793,0.533618,0.508388,0.482859,0.458085,0.434783,0.412882,0.392465,0.373972,0.357398,0.343053,0.331126,0.321647,0.314762,0.310849,0.310174,0.313676,0.322789,0.340136,0.370096,0.420698,0.507872,0.665336,0.971817,1.62259,3.42231,0,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,8.362,13.118,18.304,23.958,30.123,36.846,44.176,52.169,60.884,70.387,80.747,92.047,104.367,117.797,132.447,148.417,165.837,184.827,205.537,228.117,252.737,279.577,308.847,340.767,375.567,413.517,454.897,500.017,4,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,667.471,800.095,127
